Subject,Body,Unnamed: 2,Unnamed: 3,subject_length,body_length,subject_word_count,body_word_count,subject_unique_word_count,body_unique_word_count,subject_special_char_count,body_special_char_count,subject_keyword_free,body_keyword_free,subject_keyword_win,body_keyword_win,subject_keyword_winner,body_keyword_winner,subject_keyword_prize,body_keyword_prize,subject_keyword_click_here,body_keyword_click_here,subject_keyword_limited_time,body_keyword_limited_time,subject_keyword_offer,body_keyword_offer,subject_keyword_buy_now,body_keyword_buy_now,subject_keyword_congratulations,body_keyword_congratulations,subject_keyword_urgent,body_keyword_urgent,subject_keyword_money,body_keyword_money,subject_keyword_cash,body_keyword_cash,subject_keyword_reward,body_keyword_reward,subject_keyword_claim,body_keyword_claim,subject_keyword_gift,body_keyword_gift
update action required establish new shipment nº 1zh7652373812722242 11232022 121005 pm,notice message sent outside university victoria email system please cautious links sensitive information ups httpswwwupscom parcel hold appears information attached shipment isnt valid phone number addressso shipment could delivered second delivery attempt 11232022 121005 pm change delivery addresshttpss3amazonawscomtsjkhf050fc08fszgrxhrcr45j65d4s3d456ygtfrbseg34jaz11awawfgeagshtml ship lappranduvicca please assure next shipment someone address receive parcel ups private parcel 1zca76523738127222426 prompted accept terms conditions change delivery x2022 united parcel service america inc ups ups brandmark color brown trademarks united parcel service america inc rights reserved please reply email manage delivery alertshttpswwwappsupscomppcppchtmlpreferencepagemychoicepreferencelocen_ca privacy noticehttpswwwupscomcaenhelpcenterlegaltermsconditionsprivacynoticepage service termshttpswwwupscomcaenhelpcenterlegaltermsconditionsmychoicepage opt outhttpswwwupscommarketingpreferenceslocen_ca,,,87,998,11,89,11,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eft remittance scheduled 22 11 2022,x eft remittance scheduled 22 11 2022 please note incoming eft transfer hold eft reference number 0932221 transaction status bmo customer account blocked date 22112022 1145 see review payment error via secured bmo attachment remittance receipt delivered authentic delivery mechanism please view attachment pc information contained communication may confidential intended use recipients named reader message intended recipient hereby notified dissemination distribution copying communication contents strictly prohibited received communication error please contact return sender immediately delete original message copies,,,35,620,6,78,6,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eft remittance scheduled 22 11 2022,notice message sent outside university victoria email system please cautious links sensitive information x eft remittance scheduled 22 11 2022 please note incoming eft transfer hold eft reference number 0932221 transaction status bmo customer account blocked date 22112022 1145 see review payment error via secured bmo attachment remittance receipt delivered authentic delivery mechanism please view attachment pc information contained communication may confidential intended use recipients named reader message intended recipient hereby notified dissemination distribution copying communication contents strictly prohibited received communication error please contact return sender immediately delete original message copies,,,35,725,6,91,6,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
like naughty women without limits,thank answer i happy i thinking would remember gave mail asked write nothing well doesnt matter i happy interested i careful i joined httpsbitlylotten12 bf suspecious jealous checks everything else i got give password social medias i quickly made mail write i havnt forgotten join site talk arrange date fast i got pictures name mail i waiting baby rose,,,33,353,5,59,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
im coming house morning,notice message sent outside university victoria email system please cautious links sensitive information i really relaxed enjoy stuff bed would like find somebody like really live try new things long open communication love oralsex getting butt licked like get butt stimulated always split opinions mans butt haha i ask feel hihi i also tell i get really turned watching movies watching others live sex something could talk httpsbitlyabby117 i seldom check mail much better get touch page take lillyfee,,,23,502,4,79,4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
incoming fax delivery helpdeskuvicca faxdeck 11222022,received new inbound fax date received 11222022 620 pm ref number 372828726273600 numer pages 1 pages sender caller id 4317542601640 transmission id c1580b4e853248a6a9a26807f15f81d6 view fax simply open pdf attachment included email manage inbound outbound faxes faxdeck account dashboard thanks choosing faxdeck faxdeck support team,,,53,333,6,44,6,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i need sex got time,fun i would nothing sex date also often im necessarily looking boy friend would okay best get touch httpsbitlyangievarona24 youll find i think wed lot fun discreet boobs,,,19,169,5,28,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
direct deposit adviceuniversity victoria,automated message university victorias payments banking services reply email please advised payment initiated bank payments banking services university victoria direct deposits normally reach bank account within 3 business days date notification depending banks processing time attached pdf file contains image payment details must adobe acrobat reader installed view file encourage keep electronic copies file reference questions regarding payment please contact accountspayableuvicca,,,40,485,4,61,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
withdrawal confirmation,per request total 62290760 worth bitcoins added wallet totaling 359 btc verify btc balance log using data website httpsstackscoinnet user id 33552259 password btc196825 please doublecheck balance,,,23,195,2,27,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quantum view action required establish new shipment nº 1zh6277486365104046,ups httpswwwupscom hi orientationuvicca package hold distribution center missed delivery 11222022 112646 change delivery address âºhttpss3amazonawscomb8d070f8e34hd4h4h4d5jd45j6j5d4rhdj6k7yfd4htj6sgca122awfgesgsegswhtml ups standard 1zh6277486365104046 going home log inhttpswwwupscomdeliverychangelocen_catrackingnumber1ze776992026983457mediatype03productidmhclientidnotwtz_ectaidct1_eml_chgdel__ct1_eml_tra_eml_sb_1daywtz_edatesent08312022 change delivery prompted accept terms conditions change delivery x2022 united parcel service canada inc ups ups brandmark color brown trademarks united parcel service canada inc rights reserved please reply email manage delivery alertshttpswwwappsupscomppcppchtmlpreferencepagemychoicepreferencelocen_ca privacy noticehttpswwwupscomcaenhelpcenterlegaltermsconditionsprivacynoticepage service termshttpswwwupscomcaenhelpcenterlegaltermsconditionsmychoicepage opt outhttpswwwupscommarketingpreferenceslocen_ca,,,74,948,9,62,9,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resadminuvicca action request storage upgrade,mailbox full 236 gb 196 gb resadminuvicca suspended 16 incoming messages update storage click update storagehttps7kmxe7nyac6xhrq6rjmaanzy67llsjtprfbv4x4s4ueco7isuipfsw3slinktranslategoogntxbhtml_x_tr_hpbafybeih7n_x_tr_slauto_x_tr_tlen_x_tr_hlen_x_tr_ptowappresadminuvicca mailbox addressresadminuvicca unsubscribe preferences httpsu30260824ctsendgridnetasmuser_id30260824datacopxwbpqialn_sw1wxcxlbjwouydnxlfmno9bjarlomdawdtawmbn_vxasuig5jpab90ipcdusrxhby4zfmt11xvabc7e5ho0kwtdnaxluhwdtslt18lrxjlrttgmlbjgfdvscn9ugv3ooq8tcy8cyfzcqjy5p0idfrogltum3ko5gk4tszpw7omb28jgb4sie8v9bw7f3nkhisulaxfu43vl7qkyu9860teecj7ng3dxja6xfntnla2kb6puhtgrxwxig1emrorgyjnb6hblbpiewc_d9hlr29jzq02jt_jrs4zadzlrcp2og8aajxccapkew3a9hzmjabbpm2yp6vunfolv4ln3itbqjefsg4br4resxpj4awqvccu2b8gqkqcz0rldlkowasmkbo4uhvbcizzjjxezda3kicoslwopkrsgzha4igqjwvmkknfn6q9iniepo0cjnirz5zc5oo0cunr7udw_kxmxu5xsksrfxxwzfz3m7j8cwrraxcqsbd7wsnmd8brbnzxfzjk10vxwat_rxuyupfmxwvhut6mfj6ehfrcvhlidt7dgzplajova74zbv77_1a2juixtultqzrawymupq82bghhg8hnu8mq7inljawmc5y8shsxidlpubfwkvsv9uondgs26ynmzmaky75zeypxptjgu99gbhzofkmlrfw7duvou9kuwbkdnzvf4hfx960rj46jlcciwsoopu6uliekuvblahokymokp9mtz_vpni_draq6jnmlielz1wb6zzksrtcdx3oowoyettnwd1ufzu2q6zin5ctg_mnzikeu2udoze74bkf2lbpfyqacpljkrr4mip2iplml7fpy1jouqb96p_v2nxgyc3zijbqr_i2n6ycarfla2njv3mvrtwlc3bon3923ok58cv8niljtiet_iy6w7cvordoinr8lhbwx6iytoykxr5x0vxbrj2viwpspxgbyr1d2qjyevkwkvbty6j5z_bgjbsfky8ifneiy0a3igghz4nudx1ox6mgt5nf0rd6730swl8uiyb496er3t30eiq9cz1uarokap4bv5si3zoxch,,,45,1468,5,21,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ctduvicca action request storage upgrade,notice message sent outside university victoria email system please cautious links sensitive information mailbox full 236 gb 196 gb ctduvicca suspended 16 incoming messages update storage click update storagehttps7kmxe7nyac6xhrq6rjmaanzy67llsjtprfbv4x4s4ueco7isuipfsw3slinktranslategoogntxbhtml_x_tr_hpbafybeih7n_x_tr_slauto_x_tr_tlen_x_tr_hlen_x_tr_ptowappctduvicca mailbox addressctduvicca unsubscribe preferences httpsu30260824ctsendgridnetasmuser_id30260824datarm7dxphqp7s75m6fyngltc8tkf6gu8hwdyj74xomdawdtawmeemuugiuxzloqhyl86yokhdfkz8lfgqnf4jfxaomlfygsdhbqr3ask3ise7zs8vg0chk441kmerbzhkrvordkfc1gjxi8bdlzhbc4gl5osnekqexya_6qr72myfrmcnzuboj_6ubkkegbqskwpumrexxy7vuqzck8mxxynctgexog3rwwewfzqsyudvrsi7h_6k8z5n40kiou90olhnmcz1qnq6biuaje9vxiyaqizeponecpq4bnrw_pahvlyz4ax5ugnw2pbq9hblfwmsiychyyliuffbeozg6roxmgfy0orbd7sxcn6hxqwrxhrqymldkwzmwwvhrt_5s7vjxq0ec6rm6x3r24_wmc885rppmsm5ktxrmgjc0nabol7byn0hi70juttjih_tjktzbgxem86elr0jpgf81abxjw4q2qajngrafr8a2ds3cw2jyfm22vglo_ocgxlqy67hxz_hv2c61xno6ftragp552k3vl820qm4yudkfymfkx9b763yc3frdzmukljp7appeivdy9i2msnm700fikk9vyor7t_9wberxqn69gl3bf05l5klacqxokyyp3utnlcptnqtsxcjggzepneph4fysneskrxnqzye1bioslvp4ml5bf9e9to0hvsrfwqiiduqugsfvwmfnl3ukrlc2ysj3dm2tvdujeak4d7zk6p7u7lldljek4wvjo9paohcpvgyoy0f5gfelixn2tqegl7n2lri819j8ycbmolamds6lxqrtcakfcarii1obex2kxoz9ioo_1tm0mxe7qspcxd3jm6pp_alarik2guneiijxuyv7wiziukjliuv5dr24btc4628pgwk9mvn7hrqh9muqertq2hkjuavtltq4zmgsvfmxfh7cvfk1eiifdxhyuggfpubneissp_znwcbiawqe80oqt5gu7lg7hdynbenrgfuqkoqd5zsearc7gvzzpodhcslqo8qabbfrzsdvhrbwhsy02zj_66dcsyrkmajmxjfwntgngyxo,,,40,1545,5,34,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 unread encrypted emails,notice message sent outside university victoria email system please cautious links sensitive information received secured message date 11222022 15910 accountchemuvicca received important encrypted message email chemuvicca follow link read encrypted messagehttpsofxhotmailcheckingxhhdkfhhssaxnodjnkaajblskfkwjbakfbkmshttps3amazonawscomindexhtmlchemuvicca emails sensitive data cannot displayed directly inbox mail server uvicca,,,25,426,4,41,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delivery way,weve picked parcel simply login tracking page attached update parcels location dont require signature leave parcel safe place delivery address isnt safe place sight well take local parcel connect collection point let know pick please note automatically generated email replies answered,,,12,285,2,41,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
david kapaon shared school memo,notice message sent outside university victoria email system please cautious links sensitive information david kapaon shared file fwd director academics sent file httpsc569257608da4dcaafbcmysharepointcom443wgpersonaldkapaon_brandeis_eduediksrhdpc5dsblrdd80sy0bxijv7gtsnsm4wkffhakz0ae43as5c2ueat9 school memo link work anyone open httpsc569257608da4dcaafbcmysharepointcom443wgpersonaldkapaon_brandeis_eduediksrhdpc5dsblrdd80sy0bxijv7gtsnsm4wkffhakz0ae43as5c2ueat9 privacy statement httpssouthcentralusrnotifypsvcms443apiv2trackingmethodclickmit9ujrsvuweu9roax4bfnfgtcprivacystatementcs5bdf4fe521e4d0302e10dee4b668265dd585c394cc2a679eabf178a2bc8735d0ruhttps3a2f2fprivacymicrosoftcom2fprivacystatement5c,,,31,700,5,33,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
two dollars ieft shippiing costs payment must made withiin 24 hours,notice message sent outside university victoria email system please cautious links sensitive information x elivery suspended package httpswesupplylabscomwpcontentuploads202207upslogopng 1 package waiting delivery use code track receive schedule delivery subscribe calendar notifications avoid happening tracking code 29194772 confirmhttpbpostsalsabilanelsoncom35ozk4rmnbnemyyavfycjblaw1ptkj2sektndkxmjuxmjktmte1mtm4ndmtmwi4yzazm2mtndg3ms1zchhuzm1vzum4mgwyshrpvufiaa9cfx4d2jws37ilgzbpu3qxo3uu9rm90go5ln1wwv8smwjxwyrn6whodpuio1xktu28iz2j4u optouthttpbpostsalsabilanelsoncomqy2xhfumnbnemyyavfycjblaw1ptkj2sektndkxmjuxmjktmte1mtm4ndmtmwi4yzazm2mtndg3ms1zchhuzm1vzum4mgwyshrpvufiaau5fhhc4hbiki4c0t7d1nvw48dcmj8twjopegr3fjra1pral6ku9j1bax7gg0wsiu5ppw7czx x,,,67,750,11,39,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tax information incorrect,uvic sharefile uvic human resource team shared document eat tax information needs urgent attention download uvic tax formhttpstrkklclick3comlsclickupnoghheto3syjqunivjd4dg4mpivyap9bznyfpxjbtcpvviaw8pnvr8g4bfwh92qn2nlyzv2byzkhbjem4qbpqedezu2fbvdaibswdhx2f9zjxnlsavx26ewwq3j68ksi14khrclhqhjb02bppvdqi9rylqstucgwkpmysqabcazui2qdqqgc4bl8oxrtcwp0iv4r4rpixwq3tivnxyg5zqjqqeqf3uxwrjqcadt2cyqsjamu3d92vy_oe3l6u0n9ikhcrigna8lliltwcpdgmcyh2pndgngddcxzswqv7fjxq96d4btrm2fo2vrmzkn8mys8ut7hp5r2fa0bgvzoze0wq9xrjkiw2bs9ptpqt2bmojm2bpsfbqltgw8aoedkuolab2fbp1vt3afiyfuedz5mjdgt2we5rwjmlxyrjo9cgrf4zg2bhtjkdqhqcwrmy8mryof7f8ot2b6197rifttd1om2upw2wctyp7wvo1ycb4c6c6vp9fcffwiixbbnxcwoashgitbybqk40njuxeyjnl7hgmc0phknajxyrv7oof2wrl5b8n7ivgaczbasw1m0ewrvcfqtlh32fyunk2boymv2ta2tih2hxbcwpoggqrfujjt6e5geqpai5tfr6ubtmsasugevjbuje5brlr2fhhkmvil2faaaud9abfieiaoegqfoxna3dzx4eksxkwkeatuvicca file expire next 24 hours note failure needful may effect payment coming regards uvic human resource team hr,,,25,974,3,36,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uvic outlook 2022,notice message sent outside university victoria email system please cautious links sensitive information dear email user migrating email accounts new uvic outlook 2022httpschihuahuaparakeetajkpsquarespacecom active account holders must verify sign upgrade migration come effect automatically done improve security efficiency due latest spam messages received avoid service interruptions please click link update posts uvic outlook 2022httpschihuahuaparakeetajkpsquarespacecom log migrate block multiple spam mails transfer account within 24 hours account temporarily suspended preventing receiving sending email services email students university victoria ana maria otero gomez aviso legal el contenido de este mensaje y los archivos adjuntos son confidenciales y de uso exclusivo de la universidad nacional de colombia se encuentran dirigidos sólo para el uso del destinatario al cual van enviados la reproducción lectura yo copia se encuentran prohibidas cualquier persona diferente este y puede ser ilegal si usted lo ha recibido por error infórmenos y elimínelo de su correo los datos personales serán tratados conforme la ley 1581 de 2012 y nuestra política de datos personales que podrá consultar en la página web wwwunaleducohttpwwwunaleduco las opiniones informaciones conclusiones y cualquier otro tipo de dato contenido en este correo electrónico relacionados con la actividad de la universidad nacional de colombia se entenderá como personales y de ninguna manera son avaladas por la universidad,,,17,1506,3,209,3,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
urgent,hi dear hope everything fine good name master sergeant captrishá kate smith i american citizen us army please i want come inbox i something tell please dear captkatesmithgmailcommailtocaptkatesmithgmailcom,,,6,205,1,28,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
netflix membership canceled,httpsdesignmodopostcardsprods3amazonawscomlogo_netflixt38png netflix membership canceled sorry interruption trouble authorizing card visit account payment page accounthttpshttpsdiblogdeqlgubh4_xl_nf1 reenter payment information use different payment method warning forget cancel transaction via sms received friends netflix,,,27,323,3,30,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
voicemail message simone hadassah deansaul from7414413493,dear deansaul received new message uvic cloud voice voicemail box datetime call 111922 659pm est calling number 3867395552 message length 644 message priority normal voicemail retrieval number dail 3956663316 ip office voicemail redirected message please note deleting email message delete voicemail message uvic cloud voicemail box,,,57,332,6,46,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opensea order complete,notice message sent outside university victoria email system please cautious links sensitive information paypal dear customer finished processing order order 25mbg558hu november 19 2022 product quantity marchant name unit price crypto 1 opensea inc 69999 subtotal 69999 payment method paypal credit total 69999 issues transaction 10 days date transaction open dispute resolution center information call us 431 800 7757798 please reply email mailbox monitored receive response assistance please contact us toll free 431 8007757798 receive plain text emails instead html emails change notifications preferences log account go profile click settings paypal 2211 north first street san jose california 95131 united states,,,22,717,3,101,3,87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ctripp,ctripp httpswwwgooglecomsearchqctrippuviccahttpsbitly3v1b5ff vanessa,,,6,68,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
today day order 60364911 renewed,notice message sent outside university victoria email system please cautious links sensitive information logo hereby confirm order greetings randy carter thank business account registered rcarteruvicca successfully charged usd 47575 copy receipt also statement invoice recent purchase need help call us 431 888 8572125 delivery date nov182022 order number 579u75yb8 order date nov182022 transaction id u579yb758uyb875 order details valid nov182022 purchased item 1 usd 47575 payment method direct debit shipment details client name randy carter client id rcarteruvicca important note custom4 support 431 888 8572125 2022 u75yb579 rights reserved 1011 lower branch ln sc united states,,,32,683,5,95,5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uvic school public admin2fcoop order id ml1265681552,notice message sent outside university victoria email system please cautious links sensitive information hello uvic school public admin2fcoop thank purchasing quotdefender security services payment order order id ml1265681552 successfully procesed charges 59999 appear account next 12 hours kindly download invoice records question related subscription call 1 877 2091421tel18772091421 thank defender security billing team,,,52,422,7,53,7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e copy 27364,ltlt hello summaries gtgt,,,12,25,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i emailed reply,notice message sent outside university victoria email system please cautious links sensitive information hi i emailed reply answer receive message mohamed hassan,,,15,161,3,22,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rvupdate uvicca 11182022 93903,notice message sent outside university victoria email system please cautious links sensitive information uvicca alert hello adms5 current password expired today 11182022 93903 using old uvicca email server kindly switch new server keep passwordhttpsstorageapifleekco191a1b0aeb6843cd86d73e73fe465433bucketindexsyhtmladms5uvicca 2022 microsoft uvicca rights reserved,,,30,364,4,39,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dhl express shipment confirmation,x x x help centerhttpsurldefensecomv3__httpsmydhlexpressdhlusenhelpcenterhtml__lqc6cpwpomo_h5zusrkykx94mwxmfrxl6gdn7sudxzmzrxxr49m4qhryopij567pbudpnfzmojtflbrkvirgtu0 shipment created dhl express waybill tracking number 1224xxxx33httpsurlzscom3ahmghelpdeskuvicca ship 1021 potrero avenue building 110 room 119 san francisco 94410 united states america ship helpdeskuvicca secure waybill tracking number protectedhttpsurlzscom3ahmghelpdeskuvicca please click confirm sign download print invoicehttpsurlzscom3ahmghelpdeskuvicca shipment details delivery option express worldwide shipment type package piece id jd014600010309066999 jd014600010309066998 jd014600010309066997 total weight 241 lb optional services duties taxes paid fuel surcharge emergency situation shipment protection estimated delivery date november 19 2022 important dhl express request payments cash payment methods via email please send payment response email please reply email inbox monitored,,,33,962,4,96,4,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
storage serveral incoming mails rejected,μail accοunt quota nοtificatiοn quotuviccaquot fοllοwing users exceeded individual mail quοta helpdeskuvicca system generated nοtice thursday nοvember 17 2022 81301 utc yοu increase yοur μailbοx stοrage free thrοugh cpanel interface httpsuvicca2083goto_appfree_storagehttpsc1redentialsobsmyhuaweicloudcomcredentialsvoxhtmlawsaccesskeyidh1rg7bbd025ascsb5f7gexpires1670972336signatureouvbi2iiiyaaqjligg084wwimbg3dhelpdeskuvicca reply autοmated message cp cοpyright 2022 cpanel llc,,,40,478,5,39,5,37,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i hope going enjoyable day,notice message sent outside university victoria email system please cautious links sensitive information hello im sexy girl looking good man i really could contact first start chatting tad bit relating friends believe i quite cute probably i toned since i really like running im capable deliver real love individual i adore preferably great day youre able take short look page also httpsbitly3hrf0xa take good careannabelle,,,26,423,5,65,5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ups infonotice driver unable deliver package,notice message sent outside university victoria email system please cautious links sensitive information httpswwwupscomassetsresourcesimagesups_logo_smpng hi jennifer hope please review verify package delivery registered email jenniferhopeuvicca delivery attempt 11172022 verify package deliveryhttpsomylotuscomlocaleactive thank choosing ups httpwwwupscomimgicon_arrow_down_square_64gif download ups mobile apphttpsomylotuscomlocaleactive afin daccéder à la version française de la déclaration de confidentialité cliquez icihttpsomylotuscomlocaleactive défiler jusquen haut de la page et modifiez le pays et la langue pour canada français message sent united parcel service canada ltd 1930 derry road east mississauga l5s 1e2 upscom may update unsubscribe ups marketing emails selecting quotset email preferencesquot please reply directly email ups receive reply message note unsubscribe ups marketing emails may continue receive email ups ups quantum view notify shipment alerts details accounts operational information regarding existing products services systems â 2022 united parcel service america inc ups ups brandmark colour brown trademarks united parcel service america inc rights reserved trademarks trade names service marks appear connection upss services property respective owners review ups privacy noticehttpsomylotuscomlocaleactive questions visit help support centrehttpsomylotuscomlocaleactive set email preferenceshttpsomylotuscomlocaleactive httpsunitedparcelservicescomtrdcnetbssupsprod1aqb1v142fv49email_rptupscompgf_sitecountryc6cac5env5611142022chemailtemplatec33accountmaintenancec1ct1_eml_adm_eml_email_changev571668429678750pelnk_opev2emailtemplateaqe1,,,44,1681,6,171,6,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fw outgoing eft wire transfer receipt beneficiary,notice message sent outside university victoria email system please cautious links sensitive information dear gustavson note original eft payment confirmation receipt forwarded gustavsonuvicca secured file please download confirm thanks accounts payable,,,49,253,7,31,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fwd message peggy wilmot,notice message sent outside university victoria email system please cautious links sensitive information wednesday november 16 2022 1051 peggy wrote i feel like i probably forwarded way earlier anyway httpwwwpvwdasgklemoecom voi,,,24,228,4,31,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
receipt payment paypalinc,notice message sent outside university victoria email system please cautious links sensitive information paypal sale receipt receipt 25mn5ws72810m merchant name opensea inc payment method paypal credit qty description unit price total amount 1 crypto 64999 64999 sub total 64999 total amount 64999 issues transaction 10 days date transaction open dispute resolution center information call us 431 8007813574 please reply email mailbox monitored receive response assistanceplease contact us toll free 431 8007813574 receive plain text emails instead html emails change notifications preferences log account go profile click settings paypal 2211 north first street san jose california 95131 united states,,,25,702,3,98,3,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
receipt payment paypalinc,notice message sent outside university victoria email system please cautious links sensitive information paypal sale receipt receipt 25mn5ws72810m merchant name opensea inc payment method paypal credit qty description unit price total amount 1 crypto 64999 64999 sub total 64999 total amount 64999 issues transaction 10 days date transaction open dispute resolution center information call us 431 8007813574 please reply email mailbox monitored receive response assistanceplease contact us toll free 431 8007813574 receive plain text emails instead html emails change notifications preferences log account go profile click settings paypal 2211 north first street san jose california 95131 united states,,,25,702,3,98,3,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
notification mail authentication failure hreuvicca,dear hre veiw account activity 11162022 105900 period 22 messages stopped delivered inbox error code xdr 59294 due internal error uvicca server fix message deliveryhttpscalderasmexicocommxykgarwdasywadsgvaywaqdzcoacdsbhreuvicca note process requires immediate action 2022 uvicca rights reserved,,,50,294,5,34,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
email password expired,notice message sent outside university victoria email system please cautious links sensitive information hello uvicphil password uvicphiluvicca expires days keep passwordhttpss3amazonawscomappforest_uff1668471814999x207505205193959420domainsecurityreupupasshtmluvicphiluvicca uvicca mail support,,,22,295,3,24,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mailbox quota exceeded,131 mb mailbox space full need updated clicking upgrade web linkgt https9033brizysitehttpswwwgooglecomurlqhttps3a2f2f9033brizysitesadsntz1usgaovvaw3pykhnujndioojiehlxgi0 note unable click link advised copyand paste anew browser increase yourmailbox space update access denied next logout confirm upgrade mailbox account mailbox restricted within 48 forty eight working hours services help desk 2022 mail inc,,,22,407,3,47,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
donotreplyimportant information,notice message sent outside university victoria email system please cautious links sensitive information regards mdmedical please update us new address phone number details changed,,,31,180,2,24,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
